"URL","Page Name","Page Purpose","Parent","Navigation Source","Primary CTA","Secondary CTA","Hero Summary","Main Sections","Trust Elements","Interactive Elements","Internal Links","External Links","Screenshots","Issues","Notes"
"https://www.builtbykiefer.com/vendors","Become a Vendor or Supplier","Collect supplier company details and open a prepared email to the vendor contact.","/","Products page Vendor Interest CTA","marlys@kbuiltco.com -> mailto:marlys@kbuiltco.com","kbuiltco.com -> https://kbuiltco.com","Become a Vendor or Supplier Kiefer Built works with suppliers who provide reliable goods, services, and materials without directly performing project labor on the jobsite.","Tell Kiefer Built what your company provides.","Kiefer-branded trade-partner access shell; vendor workboard itself fails at runtime.","1 form; mailto-generating supplier form","/vendors#main-content | / | /careers","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/vendors--full.png | screenshots/vendors--hero.png | screenshots/vendors--form.png","Canonical points to homepage instead of this route; Generic homepage title/description reused; Absent from runtime sitemap.xml","Runtime HTTP 200; 2 images; 7 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built","Why How You Build Matters","Education hub explaining long-term envelope, energy, health, durability, and ownership decisions.","/","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","SEE THE WORK -> https://www.builtbykiefer.com/projects","Why How You Build Matters A practical, research-backed guide to the envelope, air, energy, materials, and Colorado-specific details that shape a home's next forty years. START A PROJECT SEE THE WORK 2–5× 1 Some indoor pollutants versus outdoors 40–50% 2 DOE ZERH efficiency versus a typical new home #2 3 Colorado's national hail-claim rank","The finishes matter. The parts behind them matter longer. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","citation anchor links","/why-kiefer-built#main-content | / | /careers | /#contact | /projects | /why-kiefer-built#source-1 | /why-kiefer-built#source-2 | /why-kiefer-built#source-3 | /why-kiefer-built/sips | /why-kiefer-built/energy-efficiency | /why-kiefer-built/indoor-air-quality | /why-kiefer-built/built-for-colorado | /why-kiefer-built/quality | /why-kiefer-built/cost-of-ownership","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--full.png | screenshots/why--kiefer--built--hero.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 9 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/built-for-colorado","Built for the Colorado That Actually Shows Up","Explain hail, wildfire, snow, and wind design inputs with cited evidence.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","UNDERSTAND SIPS -> https://www.builtbykiefer.com/why-kiefer-built/sips","Built for the Colorado That Actually Shows Up Hail, fast-moving wildfire, local snow loads, and site-specific wind exposure turn resilience from a talking point into a design input. START A PROJECT UNDERSTAND SIPS #2 1 Colorado's national hail-claim rank 1,084 2 Homes destroyed in the Marshall Fire Local 3 Snow and wind loads vary by site","Code establishes a floor. The site establishes the problem. | Hail is Colorado's recurring insurance event. | The Marshall Fire changed the wildfire map. | Snow and wind are local engineering numbers. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","1 table; citation anchor links","/why-kiefer-built/built-for-colorado#main-content | / | /careers | /#contact | /why-kiefer-built/sips | /why-kiefer-built/built-for-colorado#source-1 | /why-kiefer-built/built-for-colorado#source-2 | /why-kiefer-built/built-for-colorado#source-3 | /why-kiefer-built/built-for-colorado#source-4 | /why-kiefer-built/built-for-colorado#source-5","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--built--for--colorado--full.png | screenshots/why--kiefer--built--built--for--colorado--hero.png | screenshots/why--kiefer--built--built--for--colorado--table.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 6 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/cost-of-ownership","Cheaper to Build Is Not Always Cheaper to Own","Compare initial construction cost with recurring energy, weather, maintenance, and repair exposure.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","START WITH SIPS 101 -> https://www.builtbykiefer.com/why-kiefer-built/sips","Cheaper to Build Is Not Always Cheaper to Own The construction price is paid once. Energy use, weather exposure, maintenance, and repairs continue through every year you live in the home. START A PROJECT START WITH SIPS 101 40–50% 1 Typical DOE ZERH efficiency improvement ~$350 2 Durango case-study propane cost #2 3 Colorado's national hail-claim rank","A bid is a snapshot. Ownership is the full film. | Energy costs repeat every month. | Colorado weather belongs in the ownership budget. | The most useful partner makes tradeoffs visible. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","citation anchor links","/why-kiefer-built/cost-of-ownership#main-content | / | /careers | /#contact | /why-kiefer-built/sips | /why-kiefer-built/cost-of-ownership#source-1 | /why-kiefer-built/cost-of-ownership#source-2 | /why-kiefer-built/cost-of-ownership#source-3","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--cost--of--ownership--full.png | screenshots/why--kiefer--built--cost--of--ownership--hero.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 6 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/energy-efficiency","Energy Efficiency Measured, Not Promised","Present metered and case-study energy evidence for airtight, insulated homes.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","UNDERSTAND COST OF OWNERSHIP -> https://www.builtbykiefer.com/why-kiefer-built/cost-of-ownership","Energy Efficiency Measured, Not Promised Federal research and homeowner data show what happens when an airtight, well-insulated envelope works with right-sized mechanical systems. START A PROJECT UNDERSTAND COST OF OWNERSHIP 50% 1 Less energy in ORNL's metered ZEH5 study 40–50% 2 Typical DOE ZERH efficiency improvement ~$350 3 Propane across a Durango heating season","Start with measured homes, not a manufacturer projection. | One full year under Oak Ridge instrumentation. | The result also appears at national and Colorado scale. | Airtightness reduces the load before equipment meets it. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","citation anchor links","/why-kiefer-built/energy-efficiency#main-content | / | /careers | /#contact | /why-kiefer-built/cost-of-ownership | /why-kiefer-built/energy-efficiency#source-1 | /why-kiefer-built/energy-efficiency#source-2 | /why-kiefer-built/energy-efficiency#source-3 | /why-kiefer-built/energy-efficiency#source-4","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--energy--efficiency--full.png | screenshots/why--kiefer--built--energy--efficiency--hero.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 6 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/indoor-air-quality","Indoor Air Quality Is a Building Decision","Explain airtightness plus planned ventilation using EPA/DOE and field-study evidence.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","SEE QUALITY DETAILS -> https://www.builtbykiefer.com/why-kiefer-built/quality","Indoor Air Quality Is a Building Decision A healthy-air strategy needs both halves: an airtight shell that stops random infiltration and planned ventilation that manages fresh air on purpose. START A PROJECT SEE QUALITY DETAILS 2–5× 1 Some pollutant concentrations indoors versus out ~90% 1 Average time Americans spend indoors Both 1 Airtightness and planned ventilation","The air inside behaves like its own weather system. | A leaky home is not a naturally ventilated home. | Airtight and ventilated—not one or the other. | Use a recognized standard to define the details. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","citation anchor links","/why-kiefer-built/indoor-air-quality#main-content | / | /careers | /#contact | /why-kiefer-built/quality | /why-kiefer-built/indoor-air-quality#source-1 | /why-kiefer-built/indoor-air-quality#source-2 | /why-kiefer-built/indoor-air-quality#source-3 | /why-kiefer-built/indoor-air-quality#source-4","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--indoor--air--quality--full.png | screenshots/why--kiefer--built--indoor--air--quality--hero.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 6 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/quality","Quality Is the Detail That Still Works Later","Connect owner accountability, coordination, moisture management, and durable finishes.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","MEET THE TEAM -> https://www.builtbykiefer.com/about/team","Quality Is the Detail That Still Works Later Owner accountability, careful coordination, and moisture-aware assemblies matter most after the finishes stop looking new. START A PROJECT MEET THE TEAM Owner-led Family close to the decisions Layered Envelope, mechanicals, and finishes coordinated Verified Performance details can be documented","The details decide how a home ages. | A family standard. | Durability begins behind the finish. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","citation anchor links","/why-kiefer-built/quality#main-content | / | /careers | /#contact | /about/team | /why-kiefer-built/quality#source-1","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--quality--full.png | screenshots/why--kiefer--built--quality--hero.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 5 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/why-kiefer-built/sips","SIPs 101: The Shell Changes Everything","Explain SIP airtightness, whole-wall insulation, structural testing, and project fit.","/why-kiefer-built","Desktop/mobile Why Kiefer Built navigation","START A PROJECT -> https://www.builtbykiefer.com/#contact","SEE ENERGY EFFICIENCY -> https://www.builtbykiefer.com/why-kiefer-built/energy-efficiency","SIPs 101: The Shell Changes Everything Structural insulated panels combine structure and insulation in one engineered assembly, reducing the gaps and thermal bridges that limit conventional framing. START A PROJECT SEE ENERGY EFFICIENCY ~15× 1 Tighter in Oak Ridge blower-door testing ≈ R-14 2 Reported SIP whole-wall performance 140+ mph 3 Simulated wind-load testing","A wall performs as a whole wall, not a row of insulation cavities. | Compare the assembly, not the insulation label. | Use the system where it fits the project. | Sources & Citations | Ready to talk through a project?","Numbered source markers, Sources & Citations list, independent/industry distinction, and evidence tables where applicable.","1 table; citation anchor links","/why-kiefer-built/sips#main-content | / | /careers | /#contact | /why-kiefer-built/energy-efficiency | /why-kiefer-built/sips#source-1 | /why-kiefer-built/sips#source-2 | /why-kiefer-built/sips#source-3","https://epsbuildings.com | https://www.facebook.com/KieferBuiltContracting | https://www.instagram.com/kieferbuiltco | https://kbuiltco.com | https://nexgenstudio.io","screenshots/why--kiefer--built--sips--full.png | screenshots/why--kiefer--built--sips--hero.png | screenshots/why--kiefer--built--sips--table.png","Canonical points to homepage instead of this route; Absent from runtime sitemap.xml","Runtime HTTP 200; 5 images; 6 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin","Command Center","Production Demo Admin command center for jobs, leads, schedule, finance, and recent activity.","/login","Admin login demo-entry CTA; also direct URL","Active Highland Ridge Custom Home Windsor, CO Interior rough-in -> /admin/projects/project-1","Job -> /admin/projects","KIEFER BUILT CONTRACTING Command Center","Kiefer Built Contracting | Highland Ridge Custom Home | RECENT ACTIVITY FROM YOUR TEAM | THIS WEEK'S AGENDA | PORTFOLIO TOTALS","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2 | /admin/projects/project-3 | /admin/projects/project-1/updates/new | /admin/projects/project-1/comments/new | /admin/projects/project-1/files/new | /admin/projects/project-1/change-orders/new | /admin/projects/project-1/tasks/new | /admin/leads/lead-1 | /admin/leads/lead-2 | /admin/leads/lead-3 | /admin/leads/lead-4","","screenshots/admin--full.png | screenshots/admin--hero.png | screenshots/admin--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 13 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/portal","Project Dashboard","Render a client project dashboard with progress, attention items, balance, and project access; production currently exposes demo data without a login challenge.","Client portal","Direct URL/runtime boundary seed; no public-site link","SIGN OUT -> local action","","KIEFER BUILT CLIENT PORTAL Project Dashboard A private owner view for Avery Thompson: project progress, field reports, selections, RFIs, change orders, files, invoices, and items needing attention. 1 ACTIVE PROJECTS 2 SHARED FILES SIGN OUT","6 items to review","Realistic demo client identity, project progress, financial balance, and attention counts.","1 form; project card and attention-summary links","/portal/projects/project-1","","screenshots/portal--full.png | screenshots/portal--hero.png | screenshots/portal--form.png","Not linked from global navigation; direct-URL-only; Production exposes demo client identity, project, and $7,195 balance without a login challenge; Dashboard data advertises three project IDs but only project-1 resolves","Runtime HTTP 200; 1 images; 2 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/vendor","This page couldn’t load","Intended vendor workboard; production currently renders a server-error boundary.","Vendor portal","Direct URL/runtime boundary seed; no public-site link","Reload -> local action","","This page couldn’t load A server error occurred. Reload to try again. Reload","","Kiefer-branded trade-partner access shell; vendor workboard itself fails at runtime.","1 form","","","screenshots/vendor--full.png | screenshots/vendor--hero.png | screenshots/vendor--form.png","HTTP 500; Not linked from global navigation; direct-URL-only; Vendor workboard fails with server error boundary","Runtime HTTP 500; 0 images; 1 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/projects","Jobs","Demo operations module for Jobs.","/admin","Admin header dropdown/module navigation or module cross-link","Highland Ridge Custom Home Avery Thompson · Windsor, CO Active Demo project showing owner-ready progress updates and internal controls. Progress 58% -> /admin/projects/project-1","Poudre Canyon Mountain Modern Morgan Ridge · Bellvue, CO Active Demo project focused on remote-site progress photos and document tracking. Progress 76% -> /admin/projects/project-2","ACTIVE WORK Jobs","Highland Ridge Custom Home | Poudre Canyon Mountain Modern | Timnath Commercial Buildout","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2 | /admin/projects/project-3","","screenshots/admin--projects--full.png | screenshots/admin--projects--hero.png | screenshots/admin--projects--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 5 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/leads","Lead + Client CRM","Demo operations module for Lead + Client CRM.","/admin","Admin header dropdown/module navigation or module cross-link","NEW LEAD -> /admin/leads/new","Danielle Porter danielle@example.com (970) 555-0142 Custom Home $900k-$1.2M Qualified 2026-05-12 Interested in a modern ranch layout near Windsor. -> /admin/leads/lead-1","SALES PIPELINE Lead + Client CRM","","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/leads/new | /admin/leads/lead-1 | /admin/leads/lead-2 | /admin/leads/lead-3 | /admin/leads/lead-4 | /admin/leads/lead-5","","screenshots/admin--leads--full.png | screenshots/admin--leads--hero.png | screenshots/admin--leads--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/proposals","Proposals","Demo operations module for Proposals.","/admin","Admin header dropdown/module navigation or module cross-link","Garage and Guest Suite Addition KBP-2026-001 · Valid Jun 15, 2026 -> /admin/proposals/proposal-1","Download PDF -> /admin/proposals/proposal-1/download","SALES ESTIMATING Proposals","","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/proposals/proposal-1 | /admin/proposals/proposal-1/download","","screenshots/admin--proposals--full.png | screenshots/admin--proposals--hero.png | screenshots/admin--proposals--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/invoices","Invoices","Demo operations module for Invoices.","/admin","Admin header dropdown/module navigation or module cross-link","Download PDF -> /admin/invoices/invoice-1/download","Download PDF -> /admin/invoices/invoice-2/download","BRANDED PDF GENERATION Invoices","","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/invoices/invoice-1/download | /admin/invoices/invoice-2/download","","screenshots/admin--invoices--full.png | screenshots/admin--invoices--hero.png | screenshots/admin--invoices--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/schedule","Schedule","Demo operations module for Schedule.","/admin","Admin header dropdown/module navigation or module cross-link","TASKS -> /admin/tasks","NOV 10, 2025 Poudre Canyon Mountain Modern starts Bellvue, CO · Exterior completion Active -> /admin/projects/project-2","PROJECT MANAGEMENT Schedule","Jul 16, 2026 - Jul 22, 2026 | Past Due | Today | Next 7 Days | Manager Focus | Schedule Sources | Upcoming","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-2 | /admin/projects/project-1 | /admin/leads/lead-4 | /admin/leads/lead-2 | /admin/leads/lead-1 | /admin/leads/lead-3 | /admin/projects/project-3","","screenshots/admin--schedule--full.png | screenshots/admin--schedule--hero.png | screenshots/admin--schedule--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/daily-logs","Daily Logs","Demo operations module for Daily Logs.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","May 14, 2026 Highland Ridge Custom Home Clear, 68F Caleb Jensen 6 Customer Job -> /admin/projects/project-1","KIEFER BUILT OPERATIONS Daily Logs","Kiefer Built Jobsite Record | Highland Ridge Custom Home · May 14, 2026","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--daily--logs--full.png | screenshots/admin--daily--logs--hero.png | screenshots/admin--daily--logs--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/tasks","Tasks","Demo operations module for Tasks.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","Confirm cabinet layout Highland Ridge Custom Home -> /admin/projects/project-1","PROJECT MANAGEMENT Tasks","Action Items | Task Totals | Recently Completed","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","5 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--tasks--full.png | screenshots/admin--tasks--hero.png | screenshots/admin--tasks--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 13 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/change-orders","Change Orders","Demo operations module for Change Orders.","/admin","Admin header dropdown/module navigation or module cross-link","Covered Patio Expansion KBCO-2026-001 -> /admin/change-orders/change-order-1","Download PDF -> /admin/change-orders/change-order-1/download","SCOPE + APPROVAL CONTROL Change Orders","","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/change-orders/change-order-1 | /admin/change-orders/change-order-1/download","","screenshots/admin--change--orders--full.png | screenshots/admin--change--orders--hero.png | screenshots/admin--change--orders--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/selections","Selections","Demo operations module for Selections.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","Kitchen cabinet package Cabinets · $32,000 Highland Ridge Custom Home Interior rough-in Front Range Cabinetry May 27, 2026 Submitted -> /admin/projects/project-1","PROJECT MANAGEMENT Selections","Selection Tracker","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--selections--full.png | screenshots/admin--selections--hero.png | screenshots/admin--selections--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/warranty","Warranty & Punch List","Demo operations module for Warranty & Punch List.","/admin","Admin header dropdown/module navigation or module cross-link","PICK JOB -> /admin/projects","Adjust primary bath door reveal Punch List · Primary bath Highland Ridge Custom Home Requested by Avery Thompson Jun 4, 2026 Normal Customer Open -> /admin/projects/project-1","CLOSEOUT Warranty & Punch List","Warranty & Punch List Tracker","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--warranty--full.png | screenshots/admin--warranty--hero.png | screenshots/admin--warranty--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
"https://www.builtbykiefer.com/admin/vendors","Trade Partners","Demo operations module for Trade Partners.","/admin","Admin header dropdown/module navigation or module cross-link","NEW PARTNER -> /admin/vendors/new","DOWNLOAD -> /admin/vendor-submittals/vendor-submittal-1/download","SUBCONTRACTOR & VENDOR PORTAL Trade Partners","Subcontractors & Vendors | Recent Vendor Submittals | Project Assignments","Realistic demo records, dates, budgets, contacts, project status, and Kiefer-branded operations UI.","2 forms; 7 accordion/details; admin dropdown navigation; search/filters/actions as rendered","/admin | /admin/projects | /admin/leads | /admin/proposals | /admin/invoices | /admin/schedule | /admin/daily-logs | /admin/tasks | /admin/change-orders | /admin/selections | /admin/warranty | /admin/vendors | /admin/time | /admin/photos | /admin/comments | /admin/rfis | /admin/purchase-orders | /admin/bills | /admin/reports | /admin/finance-tools | / | /admin/vendors/new | /admin/vendor-submittals/vendor-submittal-1/download | /admin/projects/project-1 | /admin/projects/project-2","","screenshots/admin--vendors--full.png | screenshots/admin--vendors--hero.png | screenshots/admin--vendors--form.png","Production Demo Admin is publicly reachable without an authentication challenge; Realistic demo operational/contact/financial data is exposed to any visitor","Runtime HTTP 200; 2 images; 10 buttons; forms were inspected but not submitted."
